##Centered_IBS.SumPk=5626.878554927875
##Matrix_Type=Centered_IBS
153
PS000025	1.4248497	-0.001641627	0.02480518	-0.044881538	0.019737272	0.12156673	-0.061715197	-0.13320962	-0.024194136	0.055448446	-0.010911488	-0.34338015	-0.14874592	-0.27288607	0.094762124	-0.10705701	0.16157642	0.03265394	-0.032700002	0.084027186	-0.02254125	-0.22137068	0.037268713	-0.22130261	-0.0029395537	-0.022945764	-0.14630699	-0.13573651	0.24112403	-0.22311588	0.022016795	-0.04194093	0.0039813025	-0.038651723	-7.66088E-5	-0.14715685	0.03552986	0.20320301	0.20623663	-0.016770303	-0.02982365	0.079623416	-0.15936752	-0.02403221	-0.0911291	-0.19102466	0.006449448	-0.1879432	0.187977	0.09437677	0.13465239	-0.020542016	0.06001904	-0.02666655	-0.18762107	0.11858506	-0.0053489218	0.069031484	-0.13427904	0.116535395	-0.1801865	0.076064475	0.13832091	-0.14837143	0.08667948	0.08304076	-0.18272565	0.15679054	-0.020628244	0.33747542	0.049560316	0.037266668	0.09906683	0.0841715	-0.0349065	-0.17343493	-0.16719572	-0.021082161	-0.14343062	-0.14893985	0.010391518	-0.042568523	0.07041145	-0.041797847	0.061952367	0.058461677	-0.04021407	-0.079427935	-0.018658606	-0.16386315	-0.095377736	-0.10351479	-0.1290836	0.01960347	0.07739217	-0.22385742	0.042617656	0.20359355	0.017637743	0.052179568	-0.24373071	0.22768033	0.07978688	0.06291078	-0.18765384	-0.015937816	-0.18387845	0.030103637	-0.08168032	0.07282862	-0.115426034	0.04068099	0.07081131	-0.031991363	-0.22464427	-0.17587048	0.032245025	-0.11783675	-0.04764314	0.03626148	-0.06004314	0.14155221	0.120564215	-0.15768634	0.15973608	-0.14388806	-0.12826502	0.042762365	0.061214913	0.2008164	-0.005420371	0.00989337	0.017632652	0.20197727	-0.02154315	0.26836798	0.14782898	0.04180959	0.01594358	0.14722306	0.12305658	-0.034093738	0.15399297	-0.0042007645	0.04484872	-0.18504354	-0.08631467	0.12599462	0.23862845	-0.14576647	-0.14814533	-0.09146184	-0.03848107
PS000026	-0.001641627	0.926519	0.24168962	-0.049359303	-0.008807057	0.08981807	-0.013502755	-0.0411263	-0.09015503	-0.11129226	-0.09774278	-0.0038705878	-0.1731812	-0.031607084	-0.0316988	0.08812672	0.08376915	-0.048054773	-0.09233227	-0.04704623	-0.12199086	-0.14263166	0.0530341	-0.08132532	0.058206398	0.10505441	-0.025948202	-0.053610373	0.13036156	-0.10550697	-0.15025964	-0.13109322	-0.07010412	-0.031329885	-0.07070203	-0.06279342	0.039992657	-0.013701161	-0.021398472	-0.034168765	-0.14036295	0.010988077	4.7548412E-4	0.06521929	0.289406	-0.058971934	0.044333346	-0.12521875	-0.06187409	-0.045023877	-0.02059245	0.069225945	-0.03858787	-0.049459405	-0.01677297	0.15214972	-0.020112546	0.016753301	0.032808036	-0.07761648	-0.13618632	-0.06374976	-0.033370133	-0.039435193	0.017628217	-0.0013681371	-0.07522439	0.086945124	0.013473706	0.0019852966	0.02986027	0.040258046	-0.10422405	0.22004308	-0.0024449409	0.15444055	0.014082392	0.064308815	-0.023517905	0.017591264	0.103660196	-0.027927766	-0.07038039	-0.047332153	-0.07626242	-0.0572552	-0.07525806	-0.032784816	-0.031277042	-0.051706836	-0.08568124	0.034980457	0.051344592	0.08697615	-0.013914813	0.017198687	0.07174434	-0.032638963	0.060817443	0.21744418	-0.062286295	0.021690289	-0.0070737917	0.024465129	-0.121238425	-0.036389615	-0.12031504	-0.080594055	0.28010625	-0.035384018	0.021341186	-0.00691484	-0.032327283	0.012530103	-0.0691685	-0.08503884	-0.15043184	-0.062104505	0.053864747	-0.0384719	-0.012876143	-0.025652431	0.22741213	0.035376422	0.098672085	0.19703187	-0.03793439	0.019666452	-0.011772319	0.03683733	0.06621001	-0.11137156	0.04115538	0.097157754	-0.08868948	-0.041891355	-0.03718943	0.08008999	0.008867133	-0.022877354	0.11578104	-0.0689926	-0.026800787	0.04886682	-0.03673464	-0.1296786	-0.08318455	0.043547522	-0.011030395	-0.047818404	0.101717874	-0.06858797	0.030236213
PS000027	0.02480518	0.24168962	1.276812	-0.17755672	-0.12411788	-0.030729383	0.109893076	0.034610786	-0.11542098	-0.116018414	-0.13461977	-0.004636098	-0.25835162	0.04684571	0.06108659	0.0076773386	0.01475626	0.23097755	-0.119281895	-0.14418064	-0.04703863	-0.22154827	-0.11140174	-0.105556436	0.099879295	0.100749016	-0.07680088	-0.1920283	-0.035478268	-0.21413584	-0.19702326	-0.19321798	-0.15072508	-0.08434913	-0.06318061	-0.10421313	0.014677321	-0.027144225	0.17741965	-0.0844756	-0.18422173	-0.11606241	0.058131985	0.19617835	0.08122461	-0.09288783	0.091403544	-0.19746438	0.0066133607	0.074121505	-0.027688691	-0.033964086	-0.022176936	0.014475663	0.03917599	0.2412356	0.013356627	-0.065256	0.5169569	-0.052855644	-0.09887548	-0.19247255	-0.17625572	-0.13910829	0.1141079	-0.050326824	-0.12085883	-0.054351147	-0.07578015	0.09081598	0.050734956	0.15674812	-0.041910302	0.25898665	-0.11666562	0.2998258	0.21221559	0.027274054	-0.015711876	0.05423302	0.14438877	0.054511383	-0.1738967	0.066100314	0.08839671	-0.090153664	-0.022765802	-0.02878264	0.15015833	-0.15436687	-0.16594513	0.18882518	0.26894587	0.25057343	0.02416339	-0.01909822	0.03870975	-0.0054019075	0.026327083	0.478794	-0.06988203	0.02067321	-0.07195833	-0.05459667	-0.18769708	-0.04154705	-0.19224693	-0.058095723	0.07156251	-0.014653826	0.0060918513	0.10641784	-0.15659867	0.004791049	-0.105333336	-0.053793482	-0.19547139	-0.046648625	0.029455494	-0.084463835	-0.053385783	-0.0015532858	0.27361757	-0.07181325	-0.022752685	-0.007738277	-0.14433567	-0.06577172	0.08607268	-0.050305806	0.007984352	-0.14914905	0.092050165	0.038260497	0.124721736	-0.12956409	-0.08104799	0.12062093	0.119879335	-0.032892864	0.2273299	-0.05668251	-0.13377745	0.082638636	0.103902824	-0.10297468	-0.029019767	-0.018620832	-0.17086901	0.014854962	0.093260564	-0.119358696	-6.395054E-4
PS000028	-0.044881538	-0.049359303	-0.17755672	1.1394823	0.03353231	-0.045283478	-0.061031066	0.026677337	0.0056684115	-0.08647334	0.05962457	0.04302898	0.08752626	0.013371037	-0.097592644	0.07000092	0.042393908	-0.24454391	-0.07820178	-0.08040862	0.060814302	0.073441446	0.06680913	0.015577722	-0.13239972	-0.12403941	-0.0691563	0.023092413	0.19297516	0.14551117	0.10724819	0.029325962	-0.011464994	-0.062109504	-0.08876178	0.04751307	-0.08006003	-0.011109943	-0.041828398	-0.0071771624	0.04051977	0.019537356	0.026021028	-0.08900158	-0.060828503	0.017546246	-0.16002776	0.14146951	-0.15556078	-0.020848919	9.553325E-4	0.19187064	-0.0667987	0.23227039	0.14302352	-0.06539043	0.071340054	0.12227254	-0.019491477	-0.1054534	0.119014375	-0.017023655	-0.018870348	0.098860465	-0.17313768	-0.050713018	0.023699204	0.15498994	0.21220165	-0.02346965	0.02036329	-0.018050898	-0.007839747	-0.06999809	0.2707253	0.07834564	-0.0653342	0.10792184	0.18343925	0.040862203	-0.012749842	0.21387999	0.07970588	-0.0034282543	-0.04880523	0.091800615	0.010106429	0.05082987	-0.03837156	0.17780901	0.02331298	-0.044003505	-0.04949266	-0.14201866	-0.02596061	0.008095094	-0.12823309	-0.13619637	-0.097098745	-0.024936935	-0.0046095722	-0.16392502	0.10052652	0.08924267	0.07996773	0.12972336	0.040382463	-0.08705455	-0.070558324	-0.07664114	-0.09763568	-0.042985626	-0.014754584	-0.117680036	0.0932276	0.003754656	-0.08403616	0.08534088	-0.1142008	-0.05039803	-0.0422801	-0.07468994	-0.08616913	0.091487005	-0.025844838	0.026373126	0.0837144	-0.11380179	-0.05788543	0.04886736	0.009959396	0.0090901265	-0.048223138	-0.055668175	-0.17948617	-0.021199623	0.024614057	-0.08788123	0.013296947	-0.029115679	-0.055966645	0.008756621	0.010025959	-0.18369864	-0.047775984	0.11097305	-0.14403166	-0.14766395	0.023892995	-0.015993778	-0.14240485	-0.17247729	-0.15030952
PS000030	0.019737272	-0.008807057	-0.12411788	0.03353231	1.6910418	0.6679352	-0.17752519	-0.114538416	0.056221165	0.095854424	-0.08339961	-0.22842006	-0.14637712	-0.39641866	-0.013971589	0.04115586	0.17471272	-0.11180918	0.2839612	0.12648945	0.28909463	-0.018617865	0.084011845	-0.071325175	-0.15062302	-0.18589959	-0.3500546	-0.2668395	0.1694882	-0.26970625	-0.04225132	-0.08287233	-0.05211983	0.017488832	0.025389357	-0.0057505304	-0.19459033	0.1144995	0.09736603	-0.049337607	-0.07360896	-0.105241925	-0.2796317	-0.0902201	-0.103495546	-0.35978094	-0.26456657	-0.07474148	-0.026349736	-0.10138765	0.07300453	0.09105183	-0.026251562	0.3924586	-0.10537143	-0.018674213	-0.27251056	0.26356024	-9.3028555E-4	-0.021923648	0.3025863	0.10427147	0.112099305	-0.20282984	-0.19486962	0.14496407	-0.020647295	0.09166821	0.037730806	0.044541072	-0.19048078	0.17413661	0.15315048	0.0076502636	0.08594077	0.07350502	0.1801755	-0.074007645	-0.109980784	0.014791626	-0.08280747	0.37658867	0.09268972	0.15729038	0.13169551	-0.26786628	0.19905959	-0.31768873	0.08989976	-0.121261954	-0.096931525	-0.22055048	-0.21237873	-0.342197	-0.13459174	-0.1902208	0.0074783973	-0.08350233	0.30175635	0.12212631	0.14903714	0.047371067	-0.008985844	-0.049384713	-0.029202541	-0.02654125	-0.120305	0.056703817	-0.10171421	-0.03826676	-0.18182172	-0.18901984	0.26478863	-0.13962841	-0.34836733	-0.0010187054	-0.053160924	-0.039234288	0.018930709	0.34362102	0.08076028	0.0054671224	-0.13094614	0.124736324	0.17152269	-0.06012353	0.02449006	0.36300328	-0.14983875	0.07171089	-0.020475227	-0.19411622	0.049365513	0.14939822	0.25430584	0.043800328	-0.045773983	0.056596637	-0.059087552	0.070417345	-0.09597677	-0.22233167	0.012662913	-0.2872765	-0.28166005	0.27822965	-0.042812567	0.47995776	-0.041486554	-0.15168466	0.05849575	0.15109813	-0.09720853
PS000031	0.12156673	0.08981807	-0.030729383	-0.045283478	0.6679352	1.6527478	-0.2082862	-0.115576714	0.1181692	0.07067474	0.11326501	-0.20881316	-0.11168791	-0.20817794	0.045285158	0.15092477	0.14149612	-0.10579567	0.1135676	0.08377774	0.057117477	-0.012462515	0.2176386	-0.2544275	7.4826286E-4	-0.1265151	-0.12842831	-0.06631518	0.1789874	-0.120592766	-0.0493009	-0.15978402	-0.12913784	0.106521904	0.07579855	0.034365185	-0.012693383	0.19226886	0.0694237	-0.09009416	-0.14165097	-0.0014217396	-0.25303602	0.03408002	0.20575409	-0.15513642	-0.11140394	-0.25555557	0.053537324	0.06977615	0.14780483	-0.041667987	-0.035828087	0.09874345	-0.028359642	0.022600513	-0.25235873	0.16276278	-0.21942346	-0.050619196	-0.14769764	0.06807949	0.09655273	-0.11663435	-0.20761792	0.1821445	0.06241795	0.095990196	-0.064580716	0.01704152	-0.15994854	-0.024473598	-0.05166661	-0.014823735	-0.09550458	-0.25957525	-0.114027835	-0.10641798	-0.26039776	-0.123892546	-0.100052804	0.08537471	0.14953378	-0.064845875	-0.1354751	-0.1978945	-0.16631348	-0.23841564	-0.10669621	-0.06835392	-0.28573963	-0.2636812	-0.21651185	-0.26960072	-0.13204177	-0.1433789	0.052154057	0.024205593	0.23740973	0.2805637	0.0100502	0.09729135	-0.045389514	-0.0834495	-0.027553499	-0.04800158	-0.09709286	0.044501863	0.19388278	-0.04840681	-0.06802657	-0.1824778	0.16614236	-0.08664212	-0.11914769	-0.19553493	-0.09641768	-0.23445131	0.046939187	0.7355652	0.012834914	0.01052666	-0.047440454	0.047897127	0.06329238	0.13449298	-0.022200072	0.8582851	-0.16306975	0.09558041	-0.02446826	-0.13563234	0.04744766	0.15408255	0.022395179	0.04296084	-0.061927367	0.06632324	-0.035914894	0.14044213	-0.058790762	-0.16700909	0.0976503	-0.1257566	-0.2711779	-0.16824254	-0.111447826	0.90804595	0.11950218	-0.153073	-0.15960506	0.2820707	0.058344405
PS000032	-0.061715197	-0.013502755	0.109893076	-0.061031066	-0.17752519	-0.2082862	1.3826078	0.27529487	-0.13585512	-0.21769808	0.046627875	0.35009345	-0.053190313	0.3702584	-0.14541423	-0.12617904	-0.21668753	-0.059134126	-0.06058505	-0.12571429	-0.042343672	-0.014188482	-0.11919207	0.08857176	0.0031182105	0.04327393	-0.08369367	-0.10315766	-0.14543414	-0.054837003	-0.007987811	-0.15161695	-0.10631763	-0.1171926	-0.095804766	-0.058182154	0.05946092	-0.1919057	-0.040272847	-0.059066184	-0.12904336	-0.1278613	0.47536498	-0.07302723	0.06835958	0.0481016	0.16533291	0.007963244	-0.011024735	0.19233012	-0.17685638	-0.05119043	-0.21584693	-0.057908934	-0.08434303	7.5136585E-4	0.472155	-0.1953534	0.08419392	-0.1615263	-0.21025689	-0.18835841	-0.14441451	-0.02170101	0.17376158	-0.1524854	-0.160009	-0.067914754	-0.08420465	0.0028919717	0.13730875	0.10132151	-0.023263698	0.006600384	-0.09943384	0.009068185	0.1093535	0.09877797	0.14165428	0.018102122	0.05517601	-0.058962334	-0.1424889	0.052102447	0.014284948	0.19170961	0.19464171	0.123887174	0.165957	0.03795814	-0.087447785	0.48963603	0.43019474	0.3016023	0.2773308	0.24597803	0.067739196	-0.07241336	-0.113208786	-0.06317792	-0.13045497	-0.061415773	-0.01611371	-0.06374544	-0.021262774	-0.00853334	0.040112026	-0.20794336	0.056262493	-0.21680568	0.028107341	0.34118524	-0.14262414	0.02941458	-0.015109849	-0.018603776	-0.07197611	-0.12296322	0.031761236	-0.118835896	-0.11928243	-0.08140183	-0.009010915	-0.100976	-0.035136305	-0.01847905	-0.101217344	-0.1684786	0.056852333	-0.10446682	0.02790164	-0.008920701	0.017415592	-0.14828874	0.13515323	0.037066776	-0.051780704	-0.02135846	-0.031840835	-0.2003734	-0.028778968	-0.053688418	-0.12299316	0.12351448	0.43158442	-0.22259104	0.021793664	-0.14318262	0.026482465	0.23744418	0.008511059	-0.19976926	-0.1255156
PS000033	-0.13320962	-0.0411263	0.034610786	0.026677337	-0.114538416	-0.115576714	0.27529487	1.4933611	0.04640057	0.69387	-0.053482205	0.012001016	-0.073803425	0.45487347	0.10180085	-0.0046872366	-0.14050916	0.10487535	0.0642795	0.2276027	0.13601866	-0.040242724	-0.04020473	-0.042171143	-0.001861405	0.019923164	-0.06357748	-0.18228376	-0.0150338095	0.0141368965	0.13827515	-0.2503614	-0.28364873	0.07361315	-0.057633456	-0.08966721	-0.012542767	0.042376395	0.059295528	-0.12472331	-0.23312208	-0.21882077	0.14663313	-0.072240405	0.1373576	0.011871383	-0.04262325	-0.017065419	-0.03285438	0.0975904	0.027695676	-0.24317506	0.59854996	-0.13164982	-0.10056121	-0.021985123	0.016570795	-0.15847185	0.0070544453	0.490554	-0.16143899	-0.016613992	-0.006701397	0.007016911	-0.010252428	-0.029551959	0.070972614	-0.024748744	-0.12508142	-0.05226044	0.20600499	-0.0934142	-0.15140465	-0.016876075	-0.1685692	-0.07108815	-0.1843102	0.16833888	-0.028127337	-0.14827034	-0.05925826	-0.13007116	-0.23730735	-0.094649464	-0.23594429	-0.05347525	-0.30428115	-0.006215329	0.052940264	0.0075187455	-0.27895674	0.20839444	0.27896994	-0.03362848	0.03018908	0.008077303	-0.11078948	-0.041815083	-0.2778908	0.032285564	-0.068149865	0.01291247	-0.013621331	-0.029221144	-0.068669006	-0.0365698	-0.073689416	0.6004282	0.1372614	0.5545163	-0.10776438	0.2265471	-0.16531032	-0.1553939	0.036623575	-0.22723383	-0.21980637	-0.17404965	-0.023625048	-0.07891658	-0.07075438	-6.015976E-4	0.086921714	-0.092611365	0.033395372	0.19684917	-0.19133309	-0.104454145	-0.052906565	-0.068710275	0.008518062	-0.07026472	-0.036113337	-0.11918095	0.057422515	-0.3555685	-0.2690939	-0.031215558	-5.60209E-4	0.017821368	0.04145451	0.00766211	-0.17618872	-0.09228764	0.31712377	-0.17603797	-0.19024152	-0.16302493	-0.19865905	1.2296453	-0.11349515	0.2669539	-0.13415715
PS000034	-0.024194136	-0.09015503	-0.11542098	0.0056684115	0.056221165	0.1181692	-0.13585512	0.04640057	1.1560266	0.32428166	-0.12963592	-0.21179645	-0.1783744	-0.2169299	-0.03087169	0.05947853	0.10280601	-0.05388309	0.22359239	0.27838576	-0.028133765	-0.019672811	0.110825084	-0.074915685	0.13622996	-0.107310526	-0.13107768	-0.017365558	0.01578527	-0.12253117	-0.022855489	0.018465415	-0.014270733	0.07646018	3.4410556E-4	-0.029865272	0.020015476	-0.0013774235	0.12592031	0.033934906	0.0198974	0.0130716665	-0.16527136	-0.07819404	0.07286774	-0.16986369	-0.22278875	-0.22209886	0.052914865	-0.06145861	-0.0103795715	-0.16192873	0.24327761	-0.06849464	-0.116322815	0.0026850747	-0.116160385	0.0014464041	-0.18710703	0.17555808	0.037346184	0.37011424	0.4370524	-0.046810538	-0.022057816	-0.007956005	0.04680004	0.053712998	-0.039687786	0.05960286	0.24404055	-0.07630615	-0.036490202	-0.0745115	-0.09056051	-0.16308127	-0.11069416	0.054279096	-0.09640666	-0.042039517	0.009824193	-0.07771001	0.59263873	0.0064758924	0.030750996	-0.07065333	-0.058841467	-0.09361479	-0.23945367	-0.08067383	-0.113835484	-0.14205565	-0.22221023	-0.062214077	-0.11621959	-0.120151594	-0.04681954	-0.117549665	-0.13038076	-0.0838541	0.0854561	0.05607822	-0.012671236	0.067041725	-3.8700455E-4	-0.061798144	-0.18548326	0.3106289	0.088999115	0.2367173	0.04110917	-0.065266356	-0.011680702	0.007003877	-0.13834743	3.8981935E-4	-0.13086128	-0.15804294	0.13100219	0.07978166	-0.05594753	-0.010996049	-0.08489937	0.051247418	0.10026124	0.13687107	-0.08650031	0.14672077	0.046035245	-0.102495804	-0.009920339	-0.084291436	-0.016332971	0.061536666	-0.1197676	0.08123088	0.10337394	0.069951504	-0.027247718	-0.0019620808	0.027337547	0.11682423	0.18697634	-0.22738777	-0.091193505	0.029485175	-0.056570847	0.12172996	-0.057860434	0.04037418	-0.23677869	0.2552892	-0.15872937
PS000037	0.055448446	-0.11129226	-0.116018414	-0.08647334	0.095854424	0.07067474	-0.21769808	0.69387	0.32428166	1.5199736	-0.18394156	-0.38585907	-0.09771537	-0.11534863	0.118169434	0.16897473	-0.0223823	0.30972022	0.3813495	0.52346313	0.20367922	-0.07747645	-0.04328423	-0.16356719	-0.06692971	-0.09836524	-0.09847486	-0.060291357	0.13167924	0.038651906	0.10173718	-0.1802122	-0.23156898	0.21261519	0.06507343	-0.013458466	-0.021504402	0.15221338	0.29982355	-0.09528955	-0.19192418	-0.023429774	-0.22920392	-0.077417485	0.009495277	-0.18328384	-0.3495784	-0.22049424	0.0575501	-0.040528018	0.11892322	-0.2722551	0.99660796	-0.16015773	-0.15847602	-0.02949476	-0.18647964	-0.033999268	-0.17630036	0.86504644	0.019860923	0.23408754	0.1921213	0.004698903	-0.07869613	0.19575761	0.35932922	0.07632021	-0.10429655	0.032750066	-0.025223993	-0.22799769	-0.04752988	-0.09215511	-0.16869454	-0.29044506	-0.4136598	0.010371316	-0.29611972	-0.29510328	-0.14201441	-0.1603464	-0.13733503	-0.12395223	-0.23568518	-0.04268198	-0.31879723	-0.15891612	-0.19713755	0.06449864	-0.21098264	-0.21120001	-0.21089719	-0.2774598	-0.14257862	-0.23866183	-0.086594515	0.026953783	-0.24170323	0.025103655	-0.0764331	0.1457061	-0.04922668	0.117544726	-0.087575674	-0.033500854	-0.12721232	1.1447527	0.019591862	0.9460939	-0.065553576	-0.12687168	0.017587526	-0.13634683	-0.09186808	-0.30037105	-0.13129629	-0.21318069	0.023581708	0.107368745	0.028804308	0.10944442	0.013835527	-0.0041231075	0.28848344	0.025014348	-0.18202578	0.083345875	0.017714491	-0.030600896	-0.031179208	-0.077998996	-0.06318426	0.027648276	-0.08961737	-0.25856814	-0.12366866	0.11174606	0.014453591	0.095803626	0.022859482	0.16755454	0.046731126	-0.39449736	-0.17515983	-0.014606591	-0.18138617	0.049940918	-0.081702165	0.61290544	-0.3334543	0.6160958	-0.1330877
